2008	3	443	1	10	3.72	0	10.6	190.5	192.3	119.086022
2009	3	412	1	10	3.72	1	9.9	120	168.6	110.752688
2010	3	375	1	10	3.72	2	9.4	201	145.1	100.806452
2011	3	453	1	10	3.72	3	8	73	207.9	121.774194
2012	3	369	1	10	3.72	4	8.8	184.5	150.7	99.1935484
2013	3	446	1	10	3.72	5	12	27	197.2	119.892473
2014	3	416	1	10	3.72	6	10	114.5	184.9	111.827957
2015	3	442	1	10	3.72	7	10.5	115	191.1	118.817204
2017	3	435	1	10	3.72	8	8.8	95.5	182.4	116.9354839
2010	3	439	1	30	4.2	1	9.4	201	145.1	104.5238095
2011	3	543	1	30	4.2	2	8	73	207.9	129.2857143
2012	3	426	1	30	4.2	3	8.8	184.5	150.7	101.4285714
2013	3	530	1	30	4.2	4	12	27	197.2	126.1904762
2010	3	453	5	20	5.12	0	9.4	201	145.1	88.4765625
2011	3	531	5	20	5.12	1	8	73	207.9	103.7109375
2012	3	429	5	20	5.12	2	8.8	184.5	150.7	83.7890625
2013	3	534	5	20	5.12	3	12	27	197.2	104.296875
2014	3	495	5	20	5.12	4	10	114.5	184.9	96.6796875
2015	3	527	5	20	5.12	5	10.5	115	191.1	102.9296875
2016	3	474	5	20	5.12	6	10.6	155	160.2	92.578125
2017	3	460	5	20	5.12	7	8.8	95.5	182.4	89.84375
2011	3	580	3	30	4.56	0	8	73	207.9	127.1929825
2012	3	466	3	30	4.56	1	8.8	184.5	150.7	102.1929825
2013	3	577	3	30	4.56	2	12	27	197.2	126.5350877
2014	3	549	3	30	4.56	3	10	114.5	184.9	120.3947368
2015	3	575	3	30	4.56	4	10.5	115	191.1	126.0964912
2016	3	501	3	30	4.56	5	10.6	155	160.2	109.8684211
2012	3	381	1	30	3.8	0	8.8	184.5	150.7	100.2631579
2013	3	333	13	30	3.075	1	12	27	197.2	108.2926829
2014	3	321	13	30	3.075	2	10	114.5	184.9	104.3902439
2015	3	335	13	30	3.075	3	10.5	115	191.1	108.9430894
2016	3	294	13	30	3.075	4	10.6	155	160.2	95.6097561
2017	3	313	13	30	3.075	5	8.8	95.5	182.4	101.7886179
2012	3	343	1	30	3.06	0	8.8	184.5	150.7	112.0915033
2013	3	411	1	30	3.06	1	12	27	197.2	134.3137255
2014	3	388	1	30	3.06	2	10	114.5	184.9	126.7973856
2015	3	393	1	30	3.06	3	10.5	115	191.1	128.4313725
2016	3	328	1	30	3.06	4	10.6	155	160.2	107.1895425
2017	3	346	1	30	3.06	5	8.8	95.5	182.4	113.0718954
2012	3	371	1	30	3.4	1	8.8	184.5	150.7	109.1176471
2013	3	443	1	30	3.4	2	12	27	197.2	130.2941176
2014	3	404	1	30	3.4	3	10	114.5	184.9	118.8235294
2015	3	415	1	30	3.4	4	10.5	115	191.1	122.0588235
2013	3	540	15	30	4.23	0	12	27	197.2	127.6595745
2014	3	523	15	30	4.23	1	10	114.5	184.9	123.6406619
2015	3	550	15	30	4.23	2	10.5	115	191.1	130.0236407
2017	3	505	15	30	4.23		8.8	95.5	182.4	119.3853428
2014	3	587	1	30	4.66	0	10	114.5	184.9	125.9656652
2015	3	611	1	30	4.66	1	10.5	115	191.1	131.1158798
2016	3	542	1	30	4.66	2	10.6	155	160.2	116.3090129
2017	3	567	1	30	4.66	3	8.8	95.5	182.4	121.6738197
2013	3	567	1	30	4.68	0	12	27	197.2	121.1538462
2014	3	431	1	30	4.68	1	10	114.5	184.9	92.09401709
2012	3	380	1	30	3.68	0	8.8	184.5	150.7	103.2608696
2013	3	479	1	30	3.68	1	12	27	197.2	130.1630435
2014	3	443	1	30	3.68	2	10	114.5	184.9	120.3804348
2015	3	463	1	30	3.68	3	10.5	115	191.1	125.8152174
2016	3	412	1	30	3.68	4	10.6	155	160.2	111.9565217
