2008	7	509	1	10	3.72	0	25.6	8.5	202.6	136.827957
2009	7	350	1	10	3.72	1	24.5	168.5	100.2	94.0860215
2010	7	516	1	10	3.72	2	26.1	140	224.5	138.709677
2011	7	506	1	10	3.72	3	25.8	44.5	199.4	136.021505
2012	7	477	1	10	3.72	4	24.8	63.5	190.4	128.225806
2013	7	467	1	10	3.72	5	25.7	44	171.3	125.537634
2014	7	485	1	10	3.72	6	25.5	30.5	198.8	130.376344
2015	7	454	1	10	3.72	7	25	288.5	204.9	122.043011
2017	7	505	1	10	3.72	8	26.4	62	209	135.7526882
2010	7	533	1	30	4.2	1	26.1	140	224.5	126.9047619
2011	7	518	1	30	4.2	2	25.8	44.5	199.4	123.3333333
2012	7	486	1	30	4.2	3	24.8	63.5	190.4	115.7142857
2013	7	466	1	30	4.2	4	25.7	44	171.3	110.952381
2010	7	651	5	20	5.12	0	26.1	140	224.5	127.1484375
2011	7	640	5	20	5.12	1	25.8	44.5	199.4	125
2012	7	590	5	20	5.12	2	24.8	63.5	190.4	115.234375
2013	7	583	5	20	5.12	3	25.7	44	171.3	113.8671875
2014	7	607	5	20	5.12	4	25.5	30.5	198.8	118.5546875
2015	7	569	5	20	5.12	5	25	288.5	204.9	111.1328125
2016	7	581	5	20	5.12	6	25	97.5	173.4	113.4765625
2017	7	604	5	20	5.12	7	26.4	62	209	117.96875
2011	7	597	3	30	4.56	0	25.8	44.5	199.4	130.9210526
2012	7	562	3	30	4.56	1	24.8	63.5	190.4	123.245614
2013	7	540	3	30	4.56	2	25.7	44	171.3	118.4210526
2014	7	575	3	30	4.56	3	25.5	30.5	198.8	126.0964912
2015	7	522	3	30	4.56	4	25	288.5	204.9	114.4736842
2016	7	529	3	30	4.56	5	25	97.5	173.4	116.0087719
2012	7	450	1	30	3.8	0	24.8	63.5	190.4	118.4210526
2013	7	363	13	30	3.075	1	25.7	44	171.3	118.0487805
2014	7	394	13	30	3.075	2	25.5	30.5	198.8	128.1300813
2015	7	351	13	30	3.075	3	25	288.5	204.9	114.1463415
2016	7	347	13	30	3.075	4	25	97.5	173.4	112.8455285
2017	7	387	13	30	3.075	5	26.4	62	209	125.8536585
2011	7	406	1	30	3.06	0	25.8	44.5	199.4	132.6797386
2012	7	384	1	30	3.06	1	24.8	63.5	190.4	125.4901961
2013	7	352	1	30	3.06	2	25.7	44	171.3	115.0326797
2014	7	374	1	30	3.06	3	25.5	30.5	198.8	122.2222222
2015	7	328	1	30	3.06	4	25	288.5	204.9	107.1895425
2016	7	322	1	30	3.06	5	25	97.5	173.4	105.2287582
2017	7	355	1	30	3.06	6	26.4	62	209	116.0130719
2012	7	441	1	30	3.4	1	24.8	63.5	190.4	129.7058824
2013	7	414	1	30	3.4	2	25.7	44	171.3	121.7647059
2014	7	423	1	30	3.4	3	25.5	30.5	198.8	124.4117647
2015	7	378	1	30	3.4	4	25	288.5	204.9	111.1764706
2013	7	501	15	30	4.23	0	25.7	44	171.3	118.4397163
2014	7	577	15	30	4.23	1	25.5	30.5	198.8	136.4066194
2015	7	489	15	30	4.23	2	25	288.5	204.9	115.6028369
2017	7	548	15	30	4.23		26.4	62	209	129.5508274
2014	7	585	1	30	4.66	1	25.5	30.5	198.8	125.5364807
2015	7	543	1	30	4.66	2	25	288.5	204.9	116.5236052
2016	7	543	1	30	4.66	3	25	97.5	173.4	116.5236052
2017	7	590	1	30	4.66	4	26.4	62	209	126.6094421
2013	7	489	1	30	4.68	1	25.7	44	171.3	104.4871795
2014	7	586	1	30	4.68	2	25.5	30.5	198.8	125.2136752
2012	7	451	1	30	3.68	0	24.8	63.5	190.4	122.5543478
2013	7	437	1	30	3.68	1	25.7	44	171.3	118.75
2014	7	455	1	30	3.68	2	25.5	30.5	198.8	123.6413043
2015	7	431	1	30	3.68	3	25	288.5	204.9	117.1195652
2016	7	424	1	30	3.68	4	25	97.5	173.4	115.2173913
