2008	12	284	1	10	3.72	1	9.5	68.5	195.8	76.344086
2009	12	272	1	10	3.72	2	9.1	74	185	73.1182796
2010	12	288	1	10	3.72	3	9.5	172.5	198	77.4193548
2011	12	262	1	10	3.72	4	7.1	41.5	183.6	70.4301075
2012	12	281	1	10	3.72	5	7	114.5	157.8	75.5376344
2013	12	285	1	10	3.72	6	7.8	45.5	188.6	76.6129032
2014	12	282	1	10	3.72	7	7.2	74.5	184.8	75.8064516
2016	12	280	1	10	3.72	8	9.9	79.5	171.9	75.2688172
2017	12	304	1	10	3.72	9	7.3	18.5	205.6	81.72043011
2010	12	476	1	30	4.2	1	9.5	172.5	198	113.3333333
2011	12	437	1	30	4.2	2	7.1	41.5	183.6	104.047619
2012	12	401	1	30	4.2	3	7	114.5	157.8	95.47619048
2013	12	466	1	30	4.2	4	7.8	45.5	188.6	110.952381
2010	12	335	5	20	5.12	0	9.5	172.5	198	65.4296875
2011	12	309	5	20	5.12	1	7.1	41.5	183.6	60.3515625
2012	12	291	5	20	5.12	2	7	114.5	157.8	56.8359375
2013	12	334	5	20	5.12	3	7.8	45.5	188.6	65.234375
2014	12	352	5	20	5.12	4	7.2	74.5	184.8	68.75
2015	12	303	5	20	5.12	5	10.1	101	155.3	59.1796875
2016	12	327	5	20	5.12	6	9.9	79.5	171.9	63.8671875
2017	12	343	5	20	5.12	7	7.3	18.5	205.6	66.9921875
2011	12	458	3	30	4.56	1	7.1	41.5	183.6	100.4385965
2012	12	423	3	30	4.56	2	7	114.5	157.8	92.76315789
2013	12	487	3	30	4.56	3	7.8	45.5	188.6	106.7982456
2014	12	488	3	30	4.56	4	7.2	74.5	184.8	107.0175439
2015	12	418	3	30	4.56	5	10.1	101	155.3	91.66666667
2016	12	462	3	30	4.56	6	9.9	79.5	171.9	101.3157895
2012	12	317	1	30	3.8	1	7	114.5	157.8	83.42105263
2013	12	205	13	30	3.075	2	7.8	45.5	188.6	66.66666667
2014	12	205	13	30	3.075	3	7.2	74.5	184.8	66.66666667
2015	12	183	13	30	3.075	4	10.1	101	155.3	59.51219512
2016	12	190	13	30	3.075	5	9.9	79.5	171.9	61.78861789
2011	12	344	1	30	3.06	0	7.1	41.5	183.6	112.4183007
2012	12	306	1	30	3.06	1	7	114.5	157.8	100
2013	12	349	1	30	3.06	2	7.8	45.5	188.6	114.0522876
2014	12	340	1	30	3.06	3	7.2	74.5	184.8	111.1111111
2015	12	278	1	30	3.06	4	10.1	101	155.3	90.8496732
2016	12	300	1	30	3.06	5	9.9	79.5	171.9	98.03921569
2017	12	335	1	30	3.06	6	7.3	18.5	205.6	109.4771242
2012	12	301	1	30	3.4	1	7	114.5	157.8	88.52941176
2013	12	344	1	30	3.4	2	7.8	45.5	188.6	101.1764706
2014	12	335	1	30	3.4	3	7.2	74.5	184.8	98.52941176
2015	12	290	1	30	3.4	4	10.1	101	155.3	85.29411765
2012	12	360	15	30	4.23	0	7	114.5	157.8	85.10638298
2013	12	416	15	30	4.23	1	7.8	45.5	188.6	98.34515366
2014	12	412	15	30	4.23	2	7.2	74.5	184.8	97.39952719
2015	12	364	15	30	4.23	3	10.1	101	155.3	86.05200946
2017	12	423	15	30	4.23		7.3	18.5	205.6	100
2014	12	527	1	30	4.66	1	7.2	74.5	184.8	113.0901288
2015	12	469	1	30	4.66	2	10.1	101	155.3	100.6437768
2016	12	498	1	30	4.66	3	9.9	79.5	171.9	106.8669528
2017	12	533	1	30	4.66	4	7.3	18.5	205.6	114.3776824
2013	12	362	1	30	4.68	1	7.8	45.5	188.6	77.35042735
2014	12	472	1	30	4.68	2	7.2	74.5	184.8	100.8547009
2012	12	273	1	30	3.68	0	7	114.5	157.8	74.18478261
2013	12	312	1	30	3.68	1	7.8	45.5	188.6	84.7826087
2014	12	310	1	30	3.68	2	7.2	74.5	184.8	84.23913043
2015	12	282	1	30	3.68	3	10.1	101	155.3	76.63043478
2016	12	292	1	30	3.68	4	9.9	79.5	171.9	79.34782609
