2008	5	446	1	10	3.72	0	18.1	306	148.3	119.892473
2009	5	478	1	10	3.72	1	19.4	171	174.6	128.494624
2010	5	482	1	10	3.72	2	18	120.5	193.4	129.569892
2011	5	454	1	10	3.72	3	17.7	234.5	151.1	122.043011
2012	5	501	1	10	3.72	4	18.7	218.5	210.8	134.677419
2013	5	572	1	10	3.72	5	18.9	73	249.5	153.763441
2014	5	589	1	10	3.72	6	19	113.5	252.6	158.333333
2015	5	559	1	10	3.72	7	19.9	55.5	237.2	150.268817
2017	5	549	1	10	3.72	8	19.6	79.5	236	147.5806452
2010	5	513	1	30	4.2	1	18	120.5	193.4	122.1428571
2011	5	471	1	30	4.2	2	17.7	234.5	151.1	112.1428571
2012	5	523	1	30	4.2	3	18.7	218.5	210.8	124.5238095
2013	5	594	1	30	4.2	4	18.9	73	249.5	141.4285714
2010	5	600	5	20	5.12	0	18	120.5	193.4	117.1875
2011	5	564	5	20	5.12	1	17.7	234.5	151.1	110.15625
2012	5	620	5	20	5.12	2	18.7	218.5	210.8	121.09375
2013	5	734	5	20	5.12	3	18.9	73	249.5	143.359375
2014	5	747	5	20	5.12	4	19	113.5	252.6	145.8984375
2015	5	707	5	20	5.12	5	19.9	55.5	237.2	138.0859375
2016	5	667	5	20	5.12	6	19.9	83	206.3	130.2734375
2017	5	199	5	20	5.12	7	19.6	79.5	236	38.8671875
2011	5	536	3	30	4.56	0	17.7	234.5	151.1	117.5438596
2012	5	578	3	30	4.56	1	18.7	218.5	210.8	126.754386
2013	5	683	3	30	4.56	2	18.9	73	249.5	149.7807018
2014	5	704	3	30	4.56	3	19	113.5	252.6	154.3859649
2015	5	665	3	30	4.56	4	19.9	55.5	237.2	145.8333333
2016	5	607	3	30	4.56	5	19.9	83	206.3	133.1140351
2012	5	467	1	30	3.8	0	18.7	218.5	210.8	122.8947368
2013	5	456	13	30	3.075	1	18.9	73	249.5	148.2926829
2014	5	476	13	30	3.075	2	19	113.5	252.6	154.796748
2015	5	450	13	30	3.075	3	19.9	55.5	237.2	146.3414634
2016	5	410	13	30	3.075	4	19.9	83	206.3	133.3333333
2017	5	428	13	30	3.075	5	19.6	79.5	236	139.1869919
2012	5	412	1	30	3.06	0	18.7	218.5	210.8	134.6405229
2013	5	475	1	30	3.06	1	18.9	73	249.5	155.2287582
2014	5	471	1	30	3.06	2	19	113.5	252.6	153.9215686
2015	5	434	1	30	3.06	3	19.9	55.5	237.2	141.8300654
2016	5	383	1	30	3.06	4	19.9	83	206.3	125.1633987
2017	5	396	1	30	3.06	5	19.6	79.5	236	129.4117647
2012	5	480	1	30	3.4	1	18.7	218.5	210.8	141.1764706
2013	5	531	1	30	3.4	2	18.9	73	249.5	156.1764706
2014	5	531	1	30	3.4	3	19	113.5	252.6	156.1764706
2015	5	493	1	30	3.4	4	19.9	55.5	237.2	145
2013	5	646	15	30	4.23	0	18.9	73	249.5	152.7186761
2014	5	667	15	30	4.23	1	19	113.5	252.6	157.6832151
2015	5	644	15	30	4.23	2	19.9	55.5	237.2	152.2458629
2017	5	574	15	30	4.23		19.6	79.5	236	135.6973995
2014	5	727	1	30	4.66	0	19	113.5	252.6	156.0085837
2015	5	690	1	30	4.66	1	19.9	55.5	237.2	148.0686695
2016	5	637	1	30	4.66	2	19.9	83	206.3	136.695279
2017	5	652	1	30	4.66	3	19.6	79.5	236	139.9141631
2013	5	657	1	30	4.68	0	18.9	73	249.5	140.3846154
2014	5	669	1	30	4.68	1	19	113.5	252.6	142.9487179
2012	5	487	1	30	3.68	0	18.7	218.5	210.8	132.3369565
2013	5	558	1	30	3.68	1	18.9	73	249.5	151.6304348
2014	5	569	1	30	3.68	2	19	113.5	252.6	154.6195652
2015	5	542	1	30	3.68	3	19.9	55.5	237.2	147.2826087
2016	5	505	1	30	3.68	4	19.9	83	206.3	137.2282609
